release_date,price,average_playtime,release_month,release_year,multi_player,single_player,sports,total_ratings
2009-10-06,9.99,339,10,2009,1,1,0,1516
2010-03-02,14.99,1200,3,2010,1,1,0,26970
2010-01-28,19.99,1087,1,2010,0,1,0,11217
2017-10-16,22.99,777,10,2017,0,1,0,4515
2010-10-08,7.99,13,10,2010,0,1,0,419
2009-10-28,1.99,0,10,2009,1,1,1,113
2009-02-10,0.0,0,2,2009,0,1,0,192
2010-07-12,4.79,0,7,2010,0,1,0,70
2009-09-17,3.99,54,9,2009,1,1,0,236
2009-02-04,9.99,736,2,2009,1,1,0,1436
2009-02-04,7.49,35,2,2009,1,1,0,1107
2009-04-07,3.99,27,4,2009,1,1,0,105
2009-08-07,7.99,809,8,2009,1,1,0,4290
2009-05-01,4.99,356,5,2009,0,1,0,1429
2009-07-09,6.99,400,7,2009,1,1,0,174
2009-07-31,7.99,0,7,2009,1,1,0,93
2009-09-17,7.99,0,9,2009,0,1,0,435
2009-09-04,7.99,72,9,2009,1,1,0,346
2009-03-09,8.99,14,3,2009,0,1,0,197
2009-03-17,3.99,0,3,2009,1,1,0,44
2009-04-10,10.99,178,4,2009,0,1,0,6915
2009-05-06,15.99,20,5,2009,0,1,0,777
2009-03-18,6.99,49,3,2009,0,1,0,679
2009-03-09,3.99,0,3,2009,0,1,0,504
2009-11-04,4.99,0,11,2009,0,1,0,97
2009-04-02,15.99,0,4,2009,1,1,1,24
2010-07-14,0.79,129,7,2010,1,1,0,341
2009-02-23,14.99,105,2,2009,0,1,0,174
2009-03-20,5.99,0,3,2009,0,1,0,25
2009-03-19,6.99,0,3,2009,0,1,0,53
2010-02-22,5.99,9,2,2010,0,1,0,45
2009-09-16,3.99,0,9,2009,0,1,0,238
2010-04-23,1.69,10,4,2010,1,1,0,185
2011-07-27,4.79,82,7,2011,0,1,0,612
2010-08-17,7.99,282,8,2010,1,1,0,4741
2009-11-12,3.99,0,11,2009,0,1,0,79
2009-03-19,3.99,0,3,2009,0,1,0,190
2009-06-01,3.99,9,6,2009,0,1,0,124
2009-08-18,6.99,27,8,2009,0,1,0,962
2009-03-19,0.99,120,3,2009,0,1,0,4145
2009-03-24,6.99,0,3,2009,1,1,0,433
2010-07-01,3.99,69,7,2010,0,1,0,1788
2009-05-15,15.99,0,5,2009,0,1,0,30
2009-10-10,5.19,0,10,2009,0,1,0,24
2009-10-10,5.19,0,10,2009,0,1,0,54
2009-10-10,5.19,0,10,2009,0,1,0,41
2009-10-10,5.19,0,10,2009,0,1,0,73
2009-10-10,5.19,0,10,2009,0,1,0,34
2009-10-10,5.19,0,10,2009,0,1,0,38
2009-07-17,5.19,0,7,2009,0,1,0,27
2009-07-17,5.19,0,7,2009,0,1,0,22
2009-10-10,5.19,0,10,2009,0,1,0,30
2009-10-10,5.19,0,10,2009,0,1,0,23
2009-07-17,5.19,0,7,2009,0,1,0,26
2009-07-17,5.19,0,7,2009,0,1,0,32
2009-07-17,5.19,0,7,2009,0,1,0,25
2009-07-17,5.19,0,7,2009,0,1,0,36
2009-07-21,5.19,0,7,2009,0,1,0,27
2009-04-17,3.99,0,4,2009,0,1,0,13
2009-07-13,5.99,0,7,2009,0,1,0,56
2009-07-13,6.99,0,7,2009,0,1,0,42
2009-09-28,5.99,0,9,2009,0,1,0,129
2009-10-21,3.99,0,10,2009,0,1,0,309
2009-10-15,6.99,0,10,2009,1,1,1,288
2009-10-22,6.99,91,10,2009,1,1,1,126
2009-07-08,4.79,97,7,2009,0,1,0,153
2009-07-08,15.49,0,7,2009,0,1,0,392
2009-07-08,4.79,14,7,2009,0,1,0,347
2009-07-08,4.79,6,7,2009,0,1,0,456
2009-07-15,7.19,58,7,2009,0,1,0,2271
2009-09-05,7.19,660,9,2009,0,1,0,13159
2009-09-16,4.79,141,9,2009,1,1,0,1092
2009-09-16,2.09,30,9,2009,1,1,0,558
2009-09-16,4.79,99,9,2009,0,1,0,1672
2009-10-01,2.99,0,10,2009,0,1,0,86
2009-10-07,4.79,0,10,2009,0,1,0,53
2009-10-06,15.49,2,10,2009,0,1,0,445
2009-12-15,15.49,195,12,2009,0,1,0,3676
2009-11-12,15.49,243,11,2009,0,1,0,3289
2010-02-18,15.49,0,2,2010,0,1,0,221
2010-07-07,7.19,0,7,2010,0,1,0,1257
2010-05-25,15.49,395,5,2010,1,1,0,6922
2010-11-23,15.49,249,11,2010,0,1,0,3228
2011-03-22,15.49,196,3,2011,0,1,0,965
2009-06-18,14.99,0,6,2009,1,1,0,86
2009-06-18,3.99,0,6,2009,0,1,0,244
2009-06-18,3.99,0,6,2009,1,1,0,192
2009-06-18,6.99,0,6,2009,1,1,0,132
2009-06-18,6.99,0,6,2009,1,1,0,72
2009-06-18,14.99,0,6,2009,1,1,0,55
2009-06-18,0.0,0,6,2009,1,1,0,281
2009-06-18,0.0,0,6,2009,1,1,0,184
2009-06-18,6.99,0,6,2009,1,1,0,35
2009-06-18,6.99,0,6,2009,1,1,0,49
2009-06-18,6.99,0,6,2009,1,1,0,74
2009-06-01,6.99,0,6,2009,1,1,0,41
2009-06-18,6.99,0,6,2009,1,1,0,109
2009-06-18,6.99,0,6,2009,1,1,0,117
2009-09-29,14.99,0,9,2009,1,1,0,138
2009-05-27,13.99,0,5,2009,0,1,0,177
2009-05-27,3.99,0,5,2009,0,1,0,907
2009-05-27,3.99,0,5,2009,0,1,0,229
2009-05-27,3.99,169,5,2009,0,1,0,1079
2009-05-27,3.99,137,5,2009,0,1,0,483
2009-11-18,7.19,247,11,2009,0,1,0,376
2010-03-04,8.59,1046,3,2010,0,1,0,17500
2010-06-10,8.59,328,6,2010,0,1,0,774
2011-01-12,8.59,0,1,2011,0,1,0,33
2011-08-17,8.59,358,8,2011,0,1,0,2106
2009-07-24,5.99,0,7,2009,0,1,0,472
2010-11-18,3.99,149,11,2010,0,1,0,375
2009-12-02,4.99,1330,12,2009,0,1,0,483
2009-12-02,4.99,9,12,2009,0,1,0,348
2009-11-25,3.99,0,11,2009,1,1,0,292
2010-05-28,4.99,0,5,2010,0,1,0,336
2010-05-28,4.99,0,5,2010,1,1,0,28
2010-07-13,9.99,2486,7,2010,1,1,0,300
2010-06-07,3.99,466,6,2010,0,1,0,1047
2010-02-22,4.99,0,2,2010,0,1,0,5
2011-02-16,14.99,0,2,2011,0,1,0,191
2011-06-09,14.99,0,6,2011,0,1,0,29
2009-06-29,7.99,752,6,2009,1,1,0,2085
2010-06-29,11.99,8488,6,2010,1,1,0,19202
2010-11-05,3.99,0,11,2010,0,1,0,207
2010-11-05,8.99,0,11,2010,0,1,0,127
2010-11-05,9.99,0,11,2010,0,1,0,169
2010-05-27,9.99,267,5,2010,0,1,0,3898
2010-02-25,0.0,1251,2,2010,1,1,0,9447
2010-03-03,4.99,759,3,2010,0,1,0,787
2009-08-07,4.99,2,8,2009,0,1,0,302
2009-08-28,3.99,0,8,2009,1,1,0,112
2009-06-04,11.99,0,6,2009,0,1,0,38
2009-09-17,5.99,319,9,2009,0,1,0,368
2009-11-04,6.99,0,11,2009,0,1,0,8
2009-11-04,6.99,0,11,2009,0,1,0,13
2009-06-18,3.99,0,6,2009,0,1,0,69
2009-10-14,2.99,0,10,2009,0,1,0,106
2009-10-14,4.99,25,10,2009,1,1,0,474
2010-06-24,5.99,113,6,2010,1,1,0,3871
2013-03-11,6.99,234,3,2013,1,1,0,9499
2009-07-20,0.79,257,7,2009,0,1,0,13446
2010-07-19,6.99,28,7,2010,0,1,0,203
2009-09-14,7.99,27,9,2009,0,1,0,1882
2010-09-28,7.99,42,9,2010,1,1,0,2743
2010-03-26,14.99,569,3,2010,0,1,0,21162
2009-07-20,9.99,0,7,2009,0,1,0,99
2009-07-20,6.99,0,7,2009,0,1,0,134
2012-01-24,10.99,0,1,2012,1,1,0,396
2011-09-13,14.99,771,9,2011,1,0,0,29196
2010-10-26,6.99,14,10,2010,0,1,0,816
2011-05-04,7.99,53,5,2011,0,1,0,796
2009-11-05,3.99,0,11,2009,0,1,0,81
2009-07-02,9.99,314,7,2009,1,1,0,9855
2013-06-06,13.99,421,6,2013,1,1,0,17075
2009-07-06,0.0,0,7,2009,0,1,0,148
2009-08-04,3.99,160,8,2009,0,1,0,295
2009-07-17,3.99,0,7,2009,0,1,0,45
2009-07-17,10.99,0,7,2009,0,1,0,5
2009-07-17,10.99,0,7,2009,0,1,0,39
2009-07-17,3.49,0,7,2009,0,1,0,14
2009-09-21,4.99,0,9,2009,0,1,0,7
2010-02-16,4.99,0,2,2010,0,1,0,18
2010-02-16,4.99,0,2,2010,0,1,0,12
2010-02-16,4.99,0,2,2010,0,1,0,7
2009-08-17,6.99,0,8,2009,1,1,0,2
2009-08-17,6.99,0,8,2009,1,1,0,11
2009-12-15,6.99,27,12,2009,0,1,0,707
2009-11-19,6.99,0,11,2009,0,1,0,200
2010-02-17,9.99,0,2,2010,0,1,0,165
2009-11-05,3.99,0,11,2009,0,1,0,133
2009-08-12,7.49,0,8,2009,0,1,0,74
2009-08-12,7.49,0,8,2009,0,1,0,36
2009-08-12,7.49,0,8,2009,0,1,0,15
2009-08-12,7.49,0,8,2009,0,1,0,92
2009-08-12,7.49,38,8,2009,0,1,0,53
2009-08-12,10.99,0,8,2009,0,1,0,20
2009-08-12,7.49,0,8,2009,0,1,0,16
2009-09-30,6.99,0,9,2009,0,1,0,13
2010-05-06,4.99,0,5,2010,0,1,0,14
2010-05-06,4.99,0,5,2010,0,1,0,5
2010-05-06,4.99,0,5,2010,0,1,0,4
2010-05-06,4.99,0,5,2010,0,1,0,8
2010-05-06,4.99,0,5,2010,0,1,0,4
2010-05-06,4.99,0,5,2010,0,1,0,11
2010-05-06,4.99,0,5,2010,0,1,0,13
2009-08-25,2.99,10,8,2009,0,1,0,612
2009-11-05,1.49,49,11,2009,1,1,0,42
2009-09-25,1.99,31,9,2009,0,1,0,906
2010-03-01,14.99,0,3,2010,0,1,0,221
2009-09-03,7.99,5,9,2009,0,1,0,37
2009-08-24,14.99,0,8,2009,0,1,0,22
2009-08-24,6.99,0,8,2009,0,1,0,22
2009-12-17,6.99,0,12,2009,0,1,0,12
2009-12-17,6.99,0,12,2009,0,1,0,13
2009-12-17,6.99,0,12,2009,0,1,0,3
2009-12-17,6.99,0,12,2009,0,1,0,2
2009-12-17,6.99,0,12,2009,0,1,0,7
2010-02-15,3.99,0,2,2010,0,1,0,21
2010-02-15,3.99,0,2,2010,0,1,0,19
2010-02-15,3.99,0,2,2010,0,1,0,17
2010-02-15,6.99,0,2,2010,0,1,0,8
2010-02-15,6.99,0,2,2010,0,1,0,2
2010-02-20,6.99,0,2,2010,0,1,0,18
2010-02-20,6.99,0,2,2010,0,1,0,6
2010-02-20,6.99,0,2,2010,0,1,0,9
2009-12-17,0.79,4,12,2009,1,1,0,339
2010-01-27,5.59,0,1,2010,0,1,0,161
2015-11-01,7.99,93,11,2015,0,1,0,7626
2009-08-19,7.99,86,8,2009,0,1,0,5079
2009-08-19,7.99,16,8,2009,1,1,0,1057
2009-08-19,6.99,0,8,2009,1,1,0,205
2009-09-17,6.99,0,9,2009,0,1,0,183
2009-09-17,6.99,0,9,2009,0,1,0,114
2009-11-04,14.99,0,11,2009,0,1,0,63
2010-09-17,6.99,266,9,2010,0,1,0,2354
2010-01-28,3.99,73,1,2010,0,1,0,1886
2010-12-03,3.99,53,12,2010,0,1,0,1186
2011-08-11,4.99,41,8,2011,0,1,0,1862
2010-07-06,0.0,54,7,2010,1,1,0,11033
2011-06-21,34.95,0,6,2011,0,1,0,26
2010-02-03,2.99,0,2,2010,0,1,0,200
2011-03-01,0.0,4104,3,2011,1,0,0,9211
2013-07-04,9.99,2443,7,2013,0,1,0,12600
2013-12-05,9.99,2145,12,2013,0,1,0,6005
2011-04-05,4.99,228,4,2011,0,1,0,1576
2005-08-16,4.99,754,8,2005,0,1,0,1156
2014-02-18,9.99,28897,2,2014,1,1,0,11915
2009-12-02,8.99,1401,12,2009,0,1,0,3690
2010-01-13,8.99,102,1,2010,0,1,0,4284
2014-09-09,8.99,28,9,2014,1,1,0,250
2009-11-03,8.99,2886,11,2009,0,1,0,843
2009-10-27,8.99,0,10,2009,1,1,0,271
2010-04-20,4.49,0,4,2010,1,1,0,208
2010-04-20,4.49,0,4,2010,0,1,0,141
2010-06-24,8.99,1014,6,2010,0,1,0,581
2010-06-24,8.99,0,6,2010,0,1,0,158
2010-07-16,4.49,0,7,2010,1,1,0,837
2010-07-28,8.99,1556,7,2010,0,1,0,2426
2010-10-11,17.99,398,10,2010,0,1,0,1498
2009-09-03,1.79,154,9,2009,1,1,0,2365
2010-03-26,3.99,0,3,2010,0,1,0,29
2010-03-01,8.99,1834,3,2010,1,1,0,6239
2009-10-01,6.99,0,10,2009,0,1,0,8
2009-12-09,6.99,0,12,2009,0,1,0,10
2009-10-02,7.99,994,10,2009,0,1,0,4433
2009-10-29,3.99,0,10,2009,1,1,0,101
2009-10-29,7.99,0,10,2009,0,1,0,167
2009-10-29,7.99,0,10,2009,0,1,0,77
2010-09-24,7.99,34,9,2010,0,1,0,237
2010-11-30,3.99,135,11,2010,0,1,0,1076
2012-04-26,7.99,1278,4,2012,0,1,0,3878
2009-10-21,6.99,248,10,2009,1,1,0,1314
2010-07-16,3.99,0,7,2010,1,1,0,196
2009-11-06,2.09,0,11,2009,1,1,0,56
2009-10-16,7.99,165,10,2009,0,1,0,5701
2009-12-10,3.99,53,12,2009,0,1,0,865
2010-04-20,3.99,19,4,2010,0,1,0,365
2013-10-21,3.49,473,10,2013,1,1,0,3191
2013-10-21,7.49,247,10,2013,1,1,0,4249
2016-09-15,11.99,337,9,2016,1,1,0,527
2002-08-28,7.99,32,8,2002,0,1,0,1907
2009-11-24,10.99,277,11,2009,1,1,0,4219
2011-11-22,29.99,378,11,2011,1,1,0,17551
2009-10-28,3.99,256,10,2009,0,1,0,1565
2009-12-04,0.0,333,12,2009,1,1,0,1668
2009-11-04,1.99,0,11,2009,1,1,0,28
2009-10-27,10.99,1108,10,2009,0,1,0,4142
2009-11-04,14.99,0,11,2009,0,1,0,70
2010-10-28,6.99,0,10,2010,0,1,0,14
2011-05-23,6.99,0,5,2011,0,1,0,12
2010-02-11,12.99,1969,2,2010,1,1,0,10642
2011-04-21,6.99,540,4,2011,0,1,0,332
2009-11-16,10.99,272,11,2009,1,1,0,673
2009-12-11,6.99,43,12,2009,0,1,0,832
2011-01-27,3.49,0,1,2011,0,1,0,14
2010-04-08,7.99,112,4,2010,1,0,0,2016
2011-05-31,6.99,184,5,2011,0,1,0,252
2012-06-12,10.99,369,6,2012,0,1,0,758
2011-07-25,5.19,0,7,2011,0,1,0,71
2011-07-25,5.19,0,7,2011,0,1,0,56
2011-07-25,4.99,0,7,2011,0,1,0,30
2010-06-14,1.99,63,6,2010,1,1,0,384
2010-06-30,14.99,148,6,2010,1,1,0,2993
2010-11-08,29.99,2672,11,2010,1,1,0,16040
2009-11-11,7.99,44,11,2009,1,1,0,84
2010-02-23,7.99,0,2,2010,1,1,0,211
2010-06-04,7.99,0,6,2010,1,1,0,401
2011-01-25,7.99,589,1,2011,1,1,0,22876
2010-10-08,7.99,0,10,2010,1,1,0,113
2009-12-03,1.59,0,12,2009,0,1,0,11
2009-11-17,1.59,0,11,2009,0,1,0,7
2009-10-20,1.59,0,10,2009,0,1,0,11
2010-08-30,14.99,2580,8,2010,1,1,0,5375
2010-08-20,7.99,17,8,2010,1,0,0,129
2012-11-30,14.99,38,11,2012,1,0,0,783
2010-10-07,7.99,312,10,2010,1,1,0,791
2009-10-30,4.99,115,10,2009,0,1,0,145
2011-10-24,5.99,285,10,2011,1,1,0,588
2010-04-19,7.99,0,4,2010,0,1,0,155
2010-01-13,5.19,0,1,2010,0,1,0,51
2010-02-18,2.99,0,2,2010,1,1,0,84
2013-05-27,19.98,340,5,2013,1,1,1,14962
2011-09-19,9.99,3,9,2011,1,1,1,340
2012-09-25,3.99,0,9,2012,1,1,1,71
2011-11-18,8.99,1,11,2011,1,1,0,12
2012-11-28,4.99,0,11,2012,1,1,1,225
2010-03-15,7.19,0,3,2010,1,1,0,323
2010-02-03,3.99,176,2,2010,0,1,0,1607
2010-01-08,6.99,1154,1,2010,0,1,0,462
2010-04-14,0.99,287,4,2010,0,1,0,871
2011-10-28,6.99,0,10,2011,1,1,0,269
2016-08-01,6.99,0,8,2016,0,1,0,11
2011-05-06,1.59,487,5,2011,0,1,0,507
2009-12-22,15.99,789,12,2009,0,1,0,1764
2010-01-22,6.49,143,1,2010,0,1,0,448
2010-02-11,12.99,65,2,2010,1,1,0,229
2010-04-12,2.99,0,4,2010,0,1,0,269
2010-09-27,14.99,1108,9,2010,1,1,0,3647
2010-10-15,12.99,879,10,2010,1,1,0,1502
2011-06-21,34.95,0,6,2011,0,1,0,15
2014-08-07,22.99,835,8,2014,1,1,0,9388
2011-10-11,14.99,435,10,2011,0,1,0,1763
2010-01-22,3.99,0,1,2010,0,1,0,97
2010-01-22,0.0,0,1,2010,0,1,0,75
2010-02-19,4.99,0,2,2010,1,1,0,240
2010-03-02,3.99,422,3,2010,0,1,0,401
2010-03-02,2.79,0,3,2010,0,1,0,224
2010-03-02,2.79,0,3,2010,0,1,0,94
2010-07-09,2.79,0,7,2010,1,1,0,202
2010-07-09,3.99,0,7,2010,1,1,0,136
2011-11-30,2.79,0,11,2011,0,1,0,61
2010-07-09,3.99,0,7,2010,1,1,0,123
2010-07-09,3.99,0,7,2010,0,1,0,340
2010-07-12,2.79,0,7,2010,0,1,0,80
2010-01-13,3.99,28,1,2010,0,1,0,259
2010-03-17,6.99,56,3,2010,0,1,0,523
2010-07-15,3.99,3,7,2010,1,1,0,288
2010-10-15,6.99,20,10,2010,0,1,0,357
2011-06-01,5.59,13,6,2011,0,1,0,529
2011-06-01,5.59,0,6,2011,0,1,0,278
2011-05-19,9.99,293,5,2011,0,1,0,2352
2011-05-19,9.99,227,5,2011,0,1,0,1018
2011-09-01,6.99,101,9,2011,0,1,0,286
2011-07-15,3.99,142,7,2011,1,1,0,668
2011-08-26,5.59,0,8,2011,0,1,0,184
2011-11-21,6.99,105,11,2011,0,1,0,190
2010-08-19,2.89,0,8,2010,1,1,0,52
2010-04-28,34.95,0,4,2010,0,1,0,39
2010-04-28,34.95,0,4,2010,0,1,0,36
2010-07-21,6.99,0,7,2010,1,1,0,15
2010-04-28,7.99,0,4,2010,0,1,0,39
2010-04-21,2.09,0,4,2010,0,1,0,128
2010-04-21,9.99,0,4,2010,0,1,0,172
2011-06-21,34.95,0,6,2011,0,1,0,19
2010-08-27,10.99,0,8,2010,1,1,0,252
2011-04-08,10.99,399,4,2011,0,1,0,26
2011-04-20,10.99,0,4,2011,0,1,0,46
2010-07-08,6.99,0,7,2010,0,1,0,5
2010-07-08,6.99,0,7,2010,0,1,0,2
2010-07-08,6.99,0,7,2010,0,1,0,7
2012-05-25,0.0,506,5,2012,1,1,0,3356
2012-02-27,0.0,329,2,2012,0,0,0,7495
2010-03-18,9.99,160,3,2010,1,1,0,2090
2010-03-18,9.99,0,3,2010,0,1,0,99
2011-01-27,14.99,292,1,2011,1,1,0,9436
2010-10-12,14.99,133,10,2010,1,1,0,4579
2011-03-08,7.99,979,3,2011,1,1,0,619
2010-10-29,19.99,686,10,2010,0,1,0,9534
2010-12-14,14.99,467,12,2010,1,1,0,14180
2011-01-27,24.99,4730,1,2011,0,1,0,14172
2011-03-31,19.99,0,3,2011,1,1,0,1700
2011-08-02,6.99,117,8,2011,0,1,0,32315
2010-03-01,25.99,1520,3,2010,1,1,0,1268
2010-07-15,8.59,0,7,2010,0,1,0,5
2011-03-17,12.49,600,3,2011,1,1,0,7605
2011-11-17,16.99,879,11,2011,1,1,0,9339
2010-03-31,14.99,7932,3,2010,1,1,0,78085
2011-05-03,7.99,723,5,2011,1,1,0,7291
2010-08-27,14.99,0,8,2010,1,1,0,1470
2010-12-10,6.99,38,12,2010,1,1,0,467
2010-05-06,4.99,0,5,2010,0,1,0,30
2010-07-30,7.99,0,7,2010,0,1,0,134
2010-11-02,3.99,0,11,2010,0,1,0,56
2011-06-15,0.0,935,6,2011,1,1,0,800
2012-09-20,19.99,3276,9,2012,0,1,0,155616
2010-04-15,6.99,437,4,2010,1,1,0,6624
2010-05-12,3.99,22,5,2010,0,1,0,243
2011-02-23,3.99,0,2,2011,0,1,0,142
2010-04-05,3.99,0,4,2010,1,0,0,260
2010-10-25,5.99,1,10,2010,0,1,0,189
2011-03-22,19.99,1029,3,2011,0,1,0,33300
2012-06-28,19.99,293,6,2012,1,1,0,34974
2010-08-12,6.99,3,8,2010,0,1,0,158
2010-04-21,4.99,0,4,2010,0,1,0,12
2010-04-21,6.99,0,4,2010,0,1,0,12
2010-04-21,6.99,0,4,2010,0,1,0,5
2010-04-21,6.99,0,4,2010,1,1,0,6
2010-04-21,6.99,0,4,2010,0,1,0,20
2007-12-14,4.99,0,12,2007,0,1,0,21
2010-04-21,4.99,0,4,2010,0,1,0,12
2010-04-21,6.99,0,4,2010,0,1,0,25
2010-04-21,6.99,0,4,2010,0,1,0,24
2010-04-21,6.99,0,4,2010,0,1,0,48
2010-04-21,4.99,0,4,2010,0,1,0,6
2010-04-21,6.99,0,4,2010,0,1,0,7
2011-01-19,6.99,0,1,2011,0,1,0,100
2010-04-01,6.99,130,4,2010,0,0,0,191
2011-03-14,6.99,72,3,2011,0,1,0,1577
2011-03-14,14.99,1772,3,2011,1,1,0,9191
2011-06-09,14.99,307,6,2011,0,1,0,3679
2010-11-26,14.99,1024,11,2010,1,1,0,1958
2011-09-08,19.99,712,9,2011,1,1,0,10845
2011-11-17,6.99,1848,11,2011,0,1,0,46687
2010-09-27,1.99,0,9,2010,0,1,0,96
2010-06-21,1.99,8,6,2010,0,1,0,453
2010-09-08,14.99,173,9,2010,0,1,0,21421
2010-09-17,9.99,0,9,2010,0,1,0,282
2010-09-02,4.99,1177,9,2010,0,1,0,1239
2011-02-04,6.99,112,2,2011,0,1,0,480
2011-05-12,6.99,36,5,2011,0,1,0,681
2011-09-01,12.49,518,9,2011,0,1,0,9567
2011-01-31,3.99,25,1,2011,0,1,0,140
2012-02-08,14.99,185,2,2012,0,1,0,1075
2010-10-15,2.99,11,10,2010,0,1,0,171
2011-06-09,14.99,434,6,2011,1,1,0,6676
2010-06-07,6.99,3,6,2010,0,1,0,280
2012-04-19,6.99,229,4,2012,0,1,0,97
2010-07-01,3.49,14,7,2010,0,1,0,129
2010-10-28,7.99,284,10,2010,1,1,1,903
2011-09-28,6.99,8,9,2011,1,1,0,621
2011-04-21,6.99,0,4,2011,0,1,0,225
2011-04-21,6.99,1,4,2011,0,1,0,411
2012-02-22,7.99,11,2,2012,1,1,0,2466
2011-01-25,6.99,0,1,2011,0,1,0,59
2011-09-30,6.99,0,9,2011,0,1,0,91
2010-10-06,0.0,33,10,2010,1,1,0,52
2010-08-04,6.99,0,8,2010,1,1,0,34
2010-06-03,4.99,0,6,2010,0,1,0,135
2011-07-19,4.99,127,7,2011,0,1,0,224
2011-11-29,4.99,30,11,2011,0,1,0,184
2010-10-01,3.99,161,10,2010,1,1,0,432
2010-10-01,6.99,0,10,2010,1,1,0,133
2010-10-01,6.99,151,10,2010,1,1,0,260
2010-11-16,3.99,133,11,2010,0,1,0,497
2011-09-21,8.59,1595,9,2011,1,1,0,1450
2012-09-11,4.99,137,9,2012,1,1,0,270
2010-11-18,2.99,85,11,2010,0,1,0,442
2010-09-06,3.99,707,9,2010,0,1,0,603
2011-04-04,6.99,31,4,2011,1,1,0,841
2010-08-03,7.19,12,8,2010,0,1,0,198
2011-01-24,3.99,101,1,2011,1,1,1,925
2010-12-02,6.99,132,12,2010,1,1,0,732
2010-08-04,3.99,0,8,2010,0,1,0,391
2010-08-03,6.99,0,8,2010,0,1,0,86
2011-02-02,3.99,0,2,2011,0,1,0,235
2001-12-01,0.0,0,12,2001,0,1,0,285
2010-11-02,6.99,78,11,2010,0,1,0,756
2011-02-28,6.99,149,2,2011,0,1,0,3548
2010-09-24,3.99,241,9,2010,1,1,0,384
2010-08-06,3.99,0,8,2010,1,1,0,143
2010-09-17,11.99,30,9,2010,0,1,0,539
2011-09-08,5.59,10,9,2011,1,1,0,646
2011-03-24,4.99,0,3,2011,1,1,0,126
2011-02-24,7.19,292,2,2011,1,1,0,3297
2013-11-04,2.09,0,11,2013,0,1,0,111
2011-01-20,3.99,0,1,2011,0,1,0,117
2011-08-04,7.19,0,8,2011,0,1,0,171
2010-11-02,6.99,16,11,2010,1,1,0,104
2010-10-04,4.49,0,10,2010,0,1,0,147
2012-06-19,13.99,1244,6,2012,1,1,0,210
2001-03-15,0.0,409,3,2001,0,1,0,3919
2011-02-25,4.49,28,2,2011,0,1,0,402
2011-03-22,8.99,1054,3,2011,0,1,0,501
2011-10-24,13.99,5,10,2011,0,1,0,344
2010-11-05,3.99,0,11,2010,0,1,0,356
2011-10-27,11.99,2,10,2011,1,1,0,600
2012-09-28,19.99,81,9,2012,0,1,0,804
2011-07-13,5.99,22,7,2011,1,1,0,757
2011-08-08,3.49,28,8,2011,0,1,0,4137
2011-10-18,9.99,1993,10,2011,1,1,0,11625
2013-08-22,14.99,201,8,2013,0,1,0,9584
2014-10-23,29.99,932,10,2014,1,1,0,17779
2010-10-15,4.99,4,10,2010,0,1,0,445
2012-02-09,19.99,191,2,2012,0,1,0,13226
2011-04-08,6.99,172,4,2011,1,0,0,14589
2010-09-14,0.79,189,9,2010,0,1,0,906
2010-09-14,0.79,242,9,2010,0,1,0,340
2003-07-01,0.0,0,7,2003,0,1,0,35
2011-08-15,0.79,46,8,2011,0,1,0,474
2010-10-11,5.79,387,10,2010,0,1,0,90
2010-10-11,14.99,0,10,2010,0,1,0,176
2010-09-07,3.99,76,9,2010,0,1,0,6987
2010-09-10,12.99,764,9,2010,0,1,0,5230
2011-07-29,6.49,53,7,2011,0,1,0,588
2010-10-08,0.79,0,10,2010,0,1,0,44
2011-09-28,10.99,689,9,2011,1,1,0,2511
2011-10-19,6.99,67,10,2011,0,1,1,488
2011-10-19,4.99,2,10,2011,0,1,0,372
2011-10-19,5.59,23,10,2011,0,1,0,203
2011-10-19,5.59,11,10,2011,0,1,0,324
2010-09-20,7.19,5,9,2010,1,1,0,273
2012-01-16,14.99,0,1,2012,1,1,0,407
2011-03-04,5.59,17,3,2011,0,1,0,1513
2011-03-04,5.59,6,3,2011,0,1,1,387
2011-03-04,5.59,0,3,2011,1,1,0,776
2011-11-03,0.0,165,11,2011,0,1,0,7510
2012-09-07,6.99,72,9,2012,0,1,0,787
2010-11-18,0.79,210,11,2010,1,1,0,325
2011-11-10,9.99,7089,11,2011,0,1,0,252254
2010-10-29,0.0,0,10,2010,0,1,0,216
2011-02-22,14.99,1,2,2011,0,1,0,784
2012-03-14,8.99,28,3,2012,1,1,0,100
2011-04-08,7.99,0,4,2011,1,1,0,1219
2011-06-07,14.99,0,6,2011,1,1,0,79
2011-09-15,7.99,112,9,2011,1,1,0,315
2011-07-29,6.99,0,7,2011,1,1,0,175
2010-12-07,4.25,85,12,2010,0,1,0,2796
2011-01-20,11.99,104,1,2011,1,1,0,159
2011-02-28,6.99,123,2,2011,0,1,0,347
2010-10-22,3.49,0,10,2010,0,1,0,147
2011-10-26,6.99,97,10,2011,0,1,0,1327
2012-01-13,3.99,0,1,2012,0,1,0,955
2012-01-13,3.99,0,1,2012,0,1,0,391
2012-01-13,3.99,0,1,2012,0,1,0,312
2012-01-13,6.99,205,1,2012,0,1,0,323
2010-10-29,7.19,0,10,2010,1,1,0,406
2010-12-03,2.99,0,12,2010,0,1,0,72
2011-11-21,6.99,1329,11,2011,1,1,0,869
2011-04-08,7.99,200,4,2011,0,1,0,3781
2012-05-25,10.99,155,5,2012,1,1,0,709
